Benchmark,is_OPT,BEST,tot_time,solving_time
ais6,1,22,0.15419745445251465,0.10399341583251953
ais8,1,30,16.127988815307617,15.990227222442627
ais10,0,38,18.79047393798828,18.475416660308838
ais12,0,46,318.30000019073486,317.7079117298126
cnf_cbpmas_prop_1_12761_2_12.73000000.sat,0,,,
cnf_cbpmas_prop_2_13116_2_9.98000000.sat,0,,,
cnf_cbpmas_prop_5_13961_2_7.57000000.sat,0,,,
cnf_cbpmas_prop_6_14201_2_8.90000000.sat,0,,,
cnf_cbpmas_prop_19_19151_2_0.00000000.sat,0,3180,7252.769108533859,7228.474334001541
cnf_cbpmas_prop_20_19379_2_9.60000000.sat,0,,,
cnf_cbpmas_prop_21_19624_2_0.01000000.sat,0,3178,7260.724097728729,7236.459681510925
cnf_cbpmas_prop_22_19855_2_9.97000000.sat,0,,,
cnf_cbpmas_prop_23_20123_2_0.00000000.sat,0,3180,7260.832828998566,7236.608407497406
cnf_cbpmas_prop_24_20378_2_11.87000000.sat,0,,,
cnf_cbpmas_prop_25_20875_2_0.00000000.sat,0,3180,7259.766825199127,7235.49823641777
cnf_cbpmas_prop_26_21271_2_12.78000000.sat,0,,,
cnf_cbpmas_prop_27_21735_2_6.82000000.sat,0,,,
cnf_cbpmas_prop_28_22074_2_6.85000000.sat,0,,,
cnf_cbpmas_prop_29_22553_2_13.05000000.sat,0,,,
cnf_cbpmas_prop_37_25392_2_0.16000000.sat,0,,,
cnf_mo_prop_1_790_2_0.00000000.sat,1,2788,107.69596481323242,97.39786529541016
cnf_mo_prop_2_1768_2_0.00000000.sat,1,2788,104.31763577461243,93.95841121673584
cnf_mo_prop_8_12004_2_0.00000000.sat,1,2788,108.5065701007843,98.16754913330078
cnf_mo_prop_9_12912_2_0.00000000.sat,1,2788,107.85835027694702,97.58237528800964
flat30-1,1,60,0.16565394401550293,0.12367391586303711
flat30-2,1,60,0.15452170372009277,0.1147761344909668
flat30-3,1,60,0.17337608337402344,0.13272738456726074
flat30-4,1,60,0.17555713653564453,0.13561010360717773
flat30-5,1,60,0.19945192337036133,0.15862202644348145
flat30-6,1,60,0.2769322395324707,0.23708748817443848
flat30-7,1,60,0.25089526176452637,0.0730741024017334
flat30-8,1,60,0.18587183952331543,0.1436915397644043
flat30-9,1,60,0.15712857246398926,0.11600303649902344
flat30-10,1,60,0.1885058879852295,0.14821624755859375
flat50-1,1,100,0.29497456550598145,0.21545124053955078
flat50-2,1,100,1.080080509185791,1.0004568099975586
flat50-3,1,100,0.5338127613067627,0.44225645065307617
flat50-4,1,100,0.5810034275054932,0.501934289932251
flat50-5,1,100,0.5081174373626709,0.4281647205352783
flat50-6,1,100,0.6027176380157471,0.5145597457885742
flat50-7,1,100,0.42804646492004395,0.3479471206665039
flat50-8,1,100,0.8660821914672852,0.7862751483917236
flat50-9,1,100,0.779731273651123,0.6929373741149902
flat50-10,1,100,0.45354628562927246,0.36649465560913086
flat75-1,1,150,1.0533514022827148,0.9226646423339844
flat75-2,1,150,1.3967530727386475,1.2698869705200195
flat75-3,1,150,1.7733051776885986,1.6445245742797852
flat75-4,1,150,1.303358793258667,1.1760125160217285
flat75-5,1,150,1.2477781772613525,1.121807336807251
flat75-6,1,150,1.2528066635131836,1.1255149841308594
flat75-7,1,150,1.7462437152862549,1.6186325550079346
flat75-8,1,150,2.65242862701416,2.529325485229492
flat75-9,1,150,1.4219412803649902,1.2953767776489258
flat75-10,1,150,1.6274631023406982,1.4994874000549316
flat100-1,1,200,1.8833706378936768,1.6809735298156738
flat100-2,0,200,5.0283613204956055,4.833141088485718
flat100-3,1,200,2.272474527359009,2.068293809890747
flat100-4,0,200,11.285172939300537,11.079357862472534
flat100-5,1,200,2.704730272293091,2.507256269454956
flat100-6,1,200,2.5030810832977295,2.3078083992004395
flat100-7,0,200,16.470365524291992,16.27203679084778
flat100-8,0,200,16.6821072101593,16.487447500228882
flat100-9,1,200,3.4858860969543457,3.283566951751709
flat100-10,0,200,4.523984909057617,4.326679706573486
flat125-1,0,250,8.73338270187378,8.271548748016357
flat125-2,0,250,27.32856321334839,26.8721866607666
flat125-3,0,250,4.483505964279175,4.019623517990112
flat125-4,1,250,6.48521089553833,6.020260810852051
flat125-5,0,250,6.938120126724243,6.470586538314819
flat150-1,0,300,91.14401483535767,90.5854275226593
flat150-2,0,300,125.14580535888672,124.5954372882843
flat150-3,0,300,17.113303422927856,16.574397087097168
flat150-4,0,300,17.480379104614258,16.939822673797607
flat150-5,0,300,10.212997198104858,9.667810678482056
flat175-1,0,350,24.255619287490845,23.800473928451538
flat175-2,0,350,183.0129930973053,182.54871153831482
flat175-3,0,350,28.9265353679657,28.469470739364624
flat175-4,0,350,46.89164066314697,46.435484647750854
flat175-5,0,350,277.327508687973,276.87774658203125
flat200-1,0,400,434.85562014579773,434.279226064682
flat200-2,0,400,601.6411430835724,601.0728294849396
flat200-3,0,400,854.2161049842834,853.6437079906464
flat200-4,0,400,316.14141726493835,315.582879781723
flat200-5,0,400,706.1924676895142,705.6332862377167
logistics.a,1,270,5.542738676071167,3.840972900390625
logistics.b,1,276,29.63400626182556,27.830080032348633
logistics.c,0,324,57.78083324432373,54.48604440689087
logistics.d,1,605,7254.3875896930695,7229.036778926849
mc2024_track1_000,0,,,
mc2024_track1_001,1,209,132.63639092445374,128.8089518547058
mc2024_track1_002,1,132,1.8600285053253174,1.4950060844421387
mc2024_track1_003,1,123,0.274705171585083,0.14848065376281738
mc2024_track1_004,1,95,23.244802951812744,0.31552624702453613
mc2024_track1_005,1,103,0.9623904228210449,0.6722939014434814
mc2024_track1_006,1,123,0.3252432346343994,0.11277508735656738
mc2024_track1_007,0,,,
mc2024_track1_008,0,,,
mc2024_track1_009,0,2888,7266.0157153606415,7247.644989013672
mc2024_track1_010,1,2412,29.860964059829712,26.016679286956787
mc2024_track1_011,1,784,7089.699684858322,7086.995160341263
mc2024_track1_012,0,30,7250.467042207718,7230.660092830658
mc2024_track1_013,1,2286,7.669559001922607,4.187036514282227
mc2024_track1_014,1,881,1302.118004322052,1298.5867476463318
mc2024_track1_015,1,1118,29.284438848495483,0.7300784587860107
mc2024_track1_016,0,1265,93.72743320465088,57.58898186683655
mc2024_track1_017,0,3486,7249.236005306244,7227.252562999725
mc2024_track1_018,1,4405,7268.815803289413,7227.609734773636
mc2024_track1_019,0,3473,7259.156303405762,7226.335147380829
mc2024_track1_020,1,1181,4.331943511962891,3.007953405380249
mc2024_track1_021,1,1743,1012.8126826286316,974.8352489471436
mc2024_track1_022,0,2854,7259.689442873001,7228.20201253891
mc2024_track1_023,1,1857,99.91000199317932,91.29767775535583
mc2024_track1_024,1,4511,7396.011472463608,7226.07546377182
mc2024_track1_025,0,2766,7246.074112892151,7227.699773311615
mc2024_track1_026,0,3362,7248.905520200729,7227.428466320038
mc2024_track1_027,1,448,0.6914150714874268,0.30074572563171387
mc2024_track1_028,1,63,0.03168082237243652,0.01266336441040039
mc2024_track1_029,1,75,0.03641963005065918,0.012645483016967773
mc2024_track1_030,1,66,0.03255796432495117,0.011555194854736328
