Instance,PeakMem(MB),Time(s)
flat75-1.pbo,1380.68,out_of_time
mc2024_track1_128.pbo,1844.04,out_of_time
flat75-6.pbo,1052.93,out_of_time
mc2024_track1_139.pbo,17215.65,390.59
flat100-2.pbo,925.98,out_of_time
mc2024_track1_064.pbo,1295.22,out_of_time
mc2024_track1_063.pbo,1007.81,out_of_time
flat50-10.pbo,878.65,out_of_time
mc2024_track1_187.pbo,323.08,out_of_time
sw100-20.pbo,1864.25,out_of_time
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,17451.17,446.81
mc2024_track1_165.pbo,9245.41,out_of_time
mc2024_track1_002.pbo,1231.58,out_of_time
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,3741.22,out_of_time
mc2024_track1_068.pbo,248.29,out_of_time
mc2024_track1_086.pbo,1995.88,out_of_time
mc2024_track1_134.pbo,8839.47,out_of_time
flat100-5.pbo,1523.99,out_of_time
cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat.pbo,17451.75,428.15
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,17451.79,416.46
flat30-8.pbo,794.60,out_of_time
mc2024_track1_164.pbo,8234.65,out_of_time
mc2024_track1_177.pbo,32.84,7.04
mc2024_track1_100.pbo,867.64,out_of_time
flat30-10.pbo,753.17,out_of_time
flat30-7.pbo,631.35,out_of_time
mc2024_track1_151.pbo,1614.67,out_of_time
flat75-7.pbo,1416.93,out_of_time
mc2024_track1_057.pbo,5440.12,out_of_time
flat75-3.pbo,1104.88,out_of_time
mc2024_track1_090.pbo,2383.50,out_of_time
mc2024_track1_062.pbo,908.85,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,17449.21,411.90
mc2024_track1_197.pbo,8056.91,out_of_time
mc2024_track1_034.pbo,4424.81,out_of_time
mc2024_track1_170.pbo,4066.75,out_of_time
mc2024_track1_081.pbo,463.34,out_of_time
cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat.pbo,17449.76,423.25
mc2024_track1_129.pbo,1240.02,out_of_time
mc2024_track1_028.pbo,10.82,1.00
mc2024_track1_077.pbo,3063.07,out_of_time
mc2024_track1_185.pbo,845.52,out_of_time
mc2024_track1_156.pbo,28020.34,out_of_time
mc2024_track1_179.pbo,120.98,26.58
flat125-5.pbo,1360.48,out_of_time
flat50-2.pbo,835.84,out_of_time
sw100-19.pbo,2568.64,out_of_time
mc2024_track1_056.pbo,15102.51,out_of_time
flat75-5.pbo,1406.64,out_of_time
sw100-4.pbo,1132.52,out_of_time
mc2024_track1_020.pbo,2022.11,out_of_time
flat100-1.pbo,1345.91,out_of_time
mc2024_track1_125.pbo,1916.23,out_of_time
flat75-4.pbo,1555.19,out_of_time
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,5462.51,out_of_time
mc2024_track1_171.pbo,2934.47,340.53
flat175-1.pbo,1933.50,out_of_time
mc2024_track1_111.pbo,1140.71,out_of_time
mc2024_track1_175.pbo,35.94,3.67
mc2024_track1_192.pbo,18551.54,541.91
mc2024_track1_147.pbo,4472.22,out_of_time
mc2024_track1_091.pbo,2309.65,out_of_time
mc2024_track1_109.pbo,2628.12,out_of_time
mc2024_track1_153.pbo,1910.30,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,5442.20,out_of_time
mc2024_track1_016.pbo,1783.62,out_of_time
mc2024_track1_070.pbo,17166.12,399.10
sw100-14.pbo,1096.18,out_of_time
mc2024_track1_145.pbo,6366.22,out_of_time
mc2024_track1_116.pbo,498.12,out_of_time
flat30-6.pbo,730.18,out_of_time
flat50-6.pbo,1057.70,out_of_time
flat175-4.pbo,1913.99,out_of_time
mc2024_track1_196.pbo,17221.63,380.66
mc2024_track1_126.pbo,1075.38,out_of_time
flat30-2.pbo,630.45,out_of_time
mc2024_track1_132.pbo,1514.31,out_of_time
mc2024_track1_106.pbo,1339.49,out_of_time
flat200-5.pbo,1682.11,out_of_time
flat100-10.pbo,1625.09,out_of_time
ais12.pbo,1253.91,out_of_time
mc2024_track1_173.pbo,362.00,50.35
mc2024_track1_199.pbo,17307.52,381.28
sw100-1.pbo,1579.37,out_of_time
logistics.c.pbo,1266.83,out_of_time
mc2024_track1_011.pbo,1648.27,out_of_time
mc2024_track1_183.pbo,46.57,12.64
mc2024_track1_172.pbo,1318.50,out_of_time
flat100-7.pbo,1470.21,out_of_time
mc2024_track1_088.pbo,4087.30,out_of_time
flat100-4.pbo,1637.20,out_of_time
mc2024_track1_118.pbo,13.77,2.04
mc2024_track1_092.pbo,5833.99,out_of_time
mc2024_track1_083.pbo,528.22,out_of_time
mc2024_track1_189.pbo,1325.86,out_of_time
mc2024_track1_166.pbo,13322.51,out_of_time
mc2024_track1_042.pbo,234.96,out_of_time
mc2024_track1_113.pbo,403.05,out_of_time
mc2024_track1_046.pbo,220.09,out_of_time
flat150-2.pbo,2106.69,out_of_time
mc2024_track1_026.pbo,7014.20,out_of_time
mc2024_track1_035.pbo,3560.09,out_of_time
mc2024_track1_053.pbo,1520.36,out_of_time
mc2024_track1_182.pbo,1576.14,out_of_time
mc2024_track1_040.pbo,471.49,out_of_time
flat200-1.pbo,2112.35,out_of_time
flat75-8.pbo,1196.05,out_of_time
mc2024_track1_143.pbo,4046.10,out_of_time
sw100-15.pbo,2121.97,out_of_time
mc2024_track1_144.pbo,18689.05,759.25
mc2024_track1_158.pbo,4890.57,out_of_time
mc2024_track1_107.pbo,1275.50,out_of_time
ais8.pbo,816.96,out_of_time
mc2024_track1_039.pbo,3852.77,out_of_time
flat175-2.pbo,1507.45,out_of_time
sw100-16.pbo,1205.31,out_of_time
mc2024_track1_119.pbo,148.73,out_of_time
mc2024_track1_176.pbo,742.63,80.44
mc2024_track1_032.pbo,17.22,1.71
mc2024_track1_017.pbo,4376.63,out_of_time
mc2024_track1_029.pbo,32.44,6.21
ais10.pbo,952.96,out_of_time
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,17452.07,419.71
flat100-8.pbo,1002.32,out_of_time
mc2024_track1_006.pbo,1067.99,out_of_time
flat125-2.pbo,1933.12,out_of_time
mc2024_track1_010.pbo,3452.32,out_of_time
logistics.a.pbo,1458.88,out_of_time
flat30-3.pbo,833.42,out_of_time
mc2024_track1_043.pbo,199.74,out_of_time
mc2024_track1_082.pbo,714.66,out_of_time
mc2024_track1_019.pbo,7570.88,out_of_time
mc2024_track1_117.pbo,428.63,out_of_time
mc2024_track1_080.pbo,414.54,out_of_time
mc2024_track1_097.pbo,18187.12,445.31
sw100-3.pbo,1451.74,out_of_time
mc2024_track1_058.pbo,373.95,out_of_time
mc2024_track1_041.pbo,2727.64,out_of_time
mc2024_track1_105.pbo,2772.65,out_of_time
mc2024_track1_169.pbo,6696.48,out_of_time
ais6.pbo,322.78,out_of_time
mc2024_track1_003.pbo,1262.25,out_of_time
flat175-3.pbo,3012.45,out_of_time
logistics.b.pbo,1093.85,out_of_time
sw100-7.pbo,2342.91,out_of_time
flat175-5.pbo,1584.54,out_of_time
sw100-8.pbo,1309.81,out_of_time
mc2024_track1_024.pbo,6458.29,out_of_time
mc2024_track1_163.pbo,7325.41,out_of_time
flat75-10.pbo,1025.17,out_of_time
mc2024_track1_004.pbo,1439.38,out_of_time
mc2024_track1_061.pbo,226.61,out_of_time
flat125-4.pbo,1446.96,out_of_time
flat50-1.pbo,782.50,out_of_time
mc2024_track1_075.pbo,17530.69,483.73
flat150-5.pbo,1741.59,out_of_time
mc2024_track1_079.pbo,977.75,out_of_time
mc2024_track1_067.pbo,2233.28,out_of_time
mc2024_track1_140.pbo,2652.22,out_of_time
flat30-9.pbo,736.95,out_of_time
cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat.pbo,5462.45,out_of_time
mc2024_track1_054.pbo,358.38,171.75
mc2024_track1_168.pbo,1489.10,out_of_time
mc2024_track1_110.pbo,940.31,out_of_time
mc2024_track1_180.pbo,93.35,59.68
mc2024_track1_124.pbo,18480.36,517.49
mc2024_track1_001.pbo,2074.88,out_of_time
mc2024_track1_159.pbo,4839.29,out_of_time
mc2024_track1_112.pbo,1011.42,out_of_time
sw100-11.pbo,2320.61,out_of_time
mc2024_track1_025.pbo,5546.27,out_of_time
mc2024_track1_160.pbo,3861.59,out_of_time
mc2024_track1_108.pbo,1259.53,out_of_time
sw100-12.pbo,1468.10,out_of_time
mc2024_track1_074.pbo,17664.66,482.76
mc2024_track1_115.pbo,957.52,out_of_time
mc2024_track1_089.pbo,1503.53,out_of_time
mc2024_track1_030.pbo,19.20,2.08
flat30-4.pbo,513.14,out_of_time
mc2024_track1_138.pbo,18140.52,out_of_time
flat100-3.pbo,1381.20,out_of_time
mc2024_track1_076.pbo,17108.42,405.07
mc2024_track1_193.pbo,17491.79,435.52
mc2024_track1_188.pbo,1162.24,out_of_time
mc2024_track1_059.pbo,840.29,out_of_time
mc2024_track1_141.pbo,4172.62,out_of_time
flat75-9.pbo,1286.62,out_of_time
sw100-9.pbo,1267.12,out_of_time
mc2024_track1_191.pbo,18272.60,473.24
mc2024_track1_195.pbo,13691.47,out_of_time
mc2024_track1_023.pbo,2247.17,out_of_time
mc2024_track1_072.pbo,17121.44,408.34
mc2024_track1_102.pbo,989.71,out_of_time
mc2024_track1_131.pbo,1320.17,out_of_time
flat50-7.pbo,901.60,out_of_time
mc2024_track1_013.pbo,1948.56,1384.92
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,3946.14,out_of_time
flat150-4.pbo,2348.54,3642.42
sw100-6.pbo,1825.07,out_of_time
logistics.d.pbo,7138.91,out_of_time
flat30-1.pbo,664.84,out_of_time
flat30-5.pbo,802.91,out_of_time
flat50-3.pbo,824.79,out_of_time
mc2024_track1_038.pbo,1732.12,out_of_time
mc2024_track1_154.pbo,2116.35,out_of_time
mc2024_track1_198.pbo,17078.34,399.50
mc2024_track1_005.pbo,1269.09,out_of_time
mc2024_track1_123.pbo,4550.00,out_of_time
mc2024_track1_096.pbo,17490.11,411.43
mc2024_track1_055.pbo,2152.54,out_of_time
flat50-4.pbo,1035.89,out_of_time
mc2024_track1_069.pbo,969.16,out_of_time
mc2024_track1_065.pbo,1276.15,out_of_time
flat100-9.pbo,1369.97,out_of_time
mc2024_track1_122.pbo,17204.00,397.18
mc2024_track1_044.pbo,1221.31,out_of_time
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,17452.56,413.00
mc2024_track1_178.pbo,1925.46,out_of_time
flat150-1.pbo,1497.34,out_of_time
mc2024_track1_033.pbo,2218.77,out_of_time
mc2024_track1_162.pbo,4050.39,out_of_time
mc2024_track1_135.pbo,18494.30,565.63
mc2024_track1_051.pbo,85.80,41.60
flat150-3.pbo,1538.70,out_of_time
mc2024_track1_087.pbo,844.24,out_of_time
mc2024_track1_027.pbo,333.98,318.51
sw100-5.pbo,2376.43,out_of_time
mc2024_track1_060.pbo,577.98,out_of_time
mc2024_track1_130.pbo,2191.85,out_of_time
mc2024_track1_045.pbo,164.72,out_of_time
mc2024_track1_021.pbo,4587.13,out_of_time
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,17454.84,429.70
flat125-1.pbo,1298.60,out_of_time
mc2024_track1_037.pbo,2955.18,out_of_time
mc2024_track1_150.pbo,1292.38,out_of_time
mc2024_track1_012.pbo,2504.66,out_of_time
mc2024_track1_031.pbo,26.61,3.50
flat50-5.pbo,1293.09,out_of_time
mc2024_track1_048.pbo,262.89,out_of_time
