Instance,PeakMem(MB),Time(s)
mc2024_track1_164.pbo,707.41,out_of_time
mc2024_track1_177.pbo,2.41,0.45
mc2024_track1_100.pbo,290.60,out_of_time
flat30-10.pbo,2.84,0.45
flat30-7.pbo,1.09,0.41
mc2024_track1_151.pbo,470.18,out_of_time
flat75-7.pbo,3.50,0.56
mc2024_track1_057.pbo,12.93,0.89
flat75-3.pbo,3.06,0.52
mc2024_track1_090.pbo,7.97,1.78
mc2024_track1_062.pbo,23.01,13.70
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,2719.86,out_of_time
mc2024_track1_197.pbo,2034.42,out_of_time
mc2024_track1_034.pbo,1329.05,out_of_time
mc2024_track1_170.pbo,760.85,out_of_time
mc2024_track1_081.pbo,2.62,0.52
cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat.pbo,3448.45,out_of_time
mc2024_track1_129.pbo,398.87,out_of_time
mc2024_track1_028.pbo,1.75,0.48
mc2024_track1_077.pbo,1794.36,out_of_time
mc2024_track1_185.pbo,5.69,0.74
mc2024_track1_156.pbo,1864.62,out_of_time
mc2024_track1_179.pbo,3.28,0.49
flat125-5.pbo,6.60,0.68
flat50-2.pbo,3.06,0.50
sw100-19.pbo,870.60,out_of_time
mc2024_track1_056.pbo,21.63,2.03
flat75-5.pbo,3.06,0.50
sw100-4.pbo,766.02,out_of_time
mc2024_track1_020.pbo,6.12,0.88
flat100-1.pbo,3.72,0.54
mc2024_track1_125.pbo,1058.41,out_of_time
flat75-4.pbo,4.96,0.58
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,1810.02,out_of_time
mc2024_track1_171.pbo,372.55,24.74
flat175-1.pbo,5.03,0.73
mc2024_track1_111.pbo,39.75,34.84
mc2024_track1_175.pbo,5.45,0.52
mc2024_track1_192.pbo,12455.46,out_of_time
mc2024_track1_147.pbo,995.94,out_of_time
mc2024_track1_091.pbo,10.89,3.05
mc2024_track1_109.pbo,1294.81,out_of_time
mc2024_track1_153.pbo,651.29,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,1784.90,out_of_time
mc2024_track1_016.pbo,23.62,4.67
mc2024_track1_070.pbo,1244.43,out_of_time
sw100-14.pbo,859.29,out_of_time
mc2024_track1_145.pbo,1590.65,out_of_time
mc2024_track1_116.pbo,311.34,out_of_time
flat30-6.pbo,1.97,0.41
flat50-6.pbo,3.28,0.54
flat175-4.pbo,6.58,1.25
mc2024_track1_196.pbo,5383.77,out_of_time
mc2024_track1_126.pbo,729.00,out_of_time
flat30-2.pbo,1.97,0.52
mc2024_track1_132.pbo,408.30,out_of_time
mc2024_track1_106.pbo,8.22,2.42
flat200-5.pbo,6.30,0.91
flat100-10.pbo,5.46,0.56
ais12.pbo,293.03,out_of_time
mc2024_track1_173.pbo,19.85,1.77
mc2024_track1_199.pbo,5300.97,out_of_time
sw100-1.pbo,830.93,out_of_time
logistics.c.pbo,663.18,out_of_time
mc2024_track1_011.pbo,661.66,out_of_time
mc2024_track1_183.pbo,2.19,0.46
mc2024_track1_172.pbo,408.20,out_of_time
flat100-7.pbo,3.72,0.56
mc2024_track1_088.pbo,1339.30,out_of_time
flat100-4.pbo,3.72,0.53
mc2024_track1_118.pbo,2.41,0.45
mc2024_track1_092.pbo,295.33,1928.33
mc2024_track1_083.pbo,2.84,0.55
mc2024_track1_189.pbo,553.64,out_of_time
mc2024_track1_166.pbo,1194.85,out_of_time
mc2024_track1_042.pbo,258.23,out_of_time
mc2024_track1_113.pbo,220.06,out_of_time
mc2024_track1_046.pbo,397.23,out_of_time
flat150-2.pbo,4.38,0.70
mc2024_track1_026.pbo,1678.64,out_of_time
mc2024_track1_035.pbo,750.57,out_of_time
mc2024_track1_053.pbo,1237.00,out_of_time
mc2024_track1_182.pbo,389.92,out_of_time
mc2024_track1_040.pbo,350.88,out_of_time
flat200-1.pbo,4.81,0.80
flat75-8.pbo,3.50,0.52
mc2024_track1_143.pbo,1006.59,out_of_time
sw100-15.pbo,750.32,out_of_time
mc2024_track1_144.pbo,1211.21,out_of_time
mc2024_track1_158.pbo,2209.12,out_of_time
mc2024_track1_107.pbo,248.25,1166.24
ais8.pbo,20.21,42.88
mc2024_track1_039.pbo,898.45,out_of_time
flat175-2.pbo,6.01,0.86
sw100-16.pbo,800.30,out_of_time
mc2024_track1_119.pbo,141.48,out_of_time
mc2024_track1_176.pbo,64.87,4.46
mc2024_track1_032.pbo,1.53,0.42
mc2024_track1_017.pbo,1270.01,out_of_time
mc2024_track1_029.pbo,1.97,0.42
ais10.pbo,173.58,out_of_time
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,2719.92,out_of_time
flat100-8.pbo,5.42,0.68
mc2024_track1_006.pbo,278.26,out_of_time
flat125-2.pbo,6.39,0.65
mc2024_track1_010.pbo,12.67,1.31
logistics.a.pbo,82.63,108.80
flat30-3.pbo,2.41,0.46
mc2024_track1_043.pbo,570.77,out_of_time
mc2024_track1_082.pbo,3.28,0.61
mc2024_track1_019.pbo,2089.75,out_of_time
mc2024_track1_117.pbo,3.06,0.74
mc2024_track1_080.pbo,4.69,0.47
mc2024_track1_097.pbo,790.73,out_of_time
sw100-3.pbo,776.06,out_of_time
mc2024_track1_058.pbo,100.68,out_of_time
mc2024_track1_041.pbo,485.75,out_of_time
mc2024_track1_105.pbo,15.71,6.44
mc2024_track1_169.pbo,86.98,37.89
ais6.pbo,3.28,0.70
mc2024_track1_003.pbo,26.51,76.83
flat175-3.pbo,5.87,0.86
logistics.b.pbo,389.17,out_of_time
sw100-7.pbo,727.83,out_of_time
flat175-5.pbo,6.52,0.77
sw100-8.pbo,798.27,out_of_time
mc2024_track1_024.pbo,1241.93,out_of_time
mc2024_track1_163.pbo,823.26,out_of_time
flat75-10.pbo,3.50,0.60
mc2024_track1_004.pbo,107.92,250.28
mc2024_track1_061.pbo,25.64,218.11
flat125-4.pbo,4.38,0.94
flat50-1.pbo,4.58,0.49
mc2024_track1_075.pbo,1687.95,out_of_time
flat150-5.pbo,5.40,0.96
mc2024_track1_079.pbo,3.28,0.52
mc2024_track1_067.pbo,956.80,out_of_time
mc2024_track1_140.pbo,1229.20,out_of_time
flat30-9.pbo,2.41,0.49
cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat.pbo,1791.52,out_of_time
mc2024_track1_054.pbo,4.81,0.59
mc2024_track1_168.pbo,964.69,out_of_time
mc2024_track1_110.pbo,217.16,7286.85
mc2024_track1_180.pbo,5.04,0.49
mc2024_track1_124.pbo,5256.14,out_of_time
mc2024_track1_001.pbo,526.84,out_of_time
mc2024_track1_159.pbo,1183.26,out_of_time
mc2024_track1_112.pbo,282.46,out_of_time
sw100-11.pbo,542.54,out_of_time
mc2024_track1_025.pbo,1346.94,out_of_time
mc2024_track1_160.pbo,1742.37,out_of_time
mc2024_track1_108.pbo,296.60,out_of_time
sw100-12.pbo,631.29,out_of_time
mc2024_track1_074.pbo,1541.79,out_of_time
mc2024_track1_115.pbo,308.60,out_of_time
mc2024_track1_089.pbo,4.16,1.33
mc2024_track1_030.pbo,1.97,0.44
flat30-4.pbo,2.84,0.47
mc2024_track1_138.pbo,1660.54,out_of_time
flat100-3.pbo,3.72,0.57
mc2024_track1_076.pbo,1075.85,out_of_time
mc2024_track1_193.pbo,7605.33,out_of_time
mc2024_track1_188.pbo,485.95,out_of_time
mc2024_track1_059.pbo,96.50,out_of_time
mc2024_track1_141.pbo,1100.66,out_of_time
flat75-9.pbo,5.22,0.58
sw100-9.pbo,777.05,out_of_time
mc2024_track1_191.pbo,2448.98,out_of_time
mc2024_track1_195.pbo,2139.54,out_of_time
mc2024_track1_023.pbo,701.80,7622.83
mc2024_track1_072.pbo,1202.89,out_of_time
mc2024_track1_102.pbo,600.64,out_of_time
mc2024_track1_131.pbo,37.26,29.74
flat50-7.pbo,5.02,0.48
mc2024_track1_013.pbo,9.30,1.71
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,1101.88,out_of_time
flat150-4.pbo,6.72,1.09
sw100-6.pbo,844.08,out_of_time
logistics.d.pbo,2285.09,out_of_time
flat30-1.pbo,2.84,0.48
flat30-5.pbo,2.62,0.47
flat50-3.pbo,3.06,0.49
mc2024_track1_038.pbo,1547.26,out_of_time
mc2024_track1_154.pbo,13.07,3.43
mc2024_track1_198.pbo,3280.97,out_of_time
mc2024_track1_005.pbo,322.72,out_of_time
mc2024_track1_123.pbo,1055.19,out_of_time
mc2024_track1_096.pbo,424.55,428.52
mc2024_track1_055.pbo,7.65,0.95
flat50-4.pbo,2.84,0.49
mc2024_track1_069.pbo,266.85,out_of_time
mc2024_track1_065.pbo,231.40,1330.88
flat100-9.pbo,5.06,0.61
mc2024_track1_122.pbo,2947.34,out_of_time
mc2024_track1_044.pbo,274.49,out_of_time
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,3217.42,out_of_time
mc2024_track1_178.pbo,798.65,out_of_time
flat150-1.pbo,4.59,0.66
mc2024_track1_033.pbo,1336.98,out_of_time
mc2024_track1_162.pbo,1840.81,out_of_time
mc2024_track1_135.pbo,1761.61,out_of_time
mc2024_track1_051.pbo,2.41,0.45
flat150-3.pbo,5.03,0.69
mc2024_track1_087.pbo,3.72,0.63
mc2024_track1_027.pbo,4.16,0.55
sw100-5.pbo,741.06,out_of_time
mc2024_track1_060.pbo,43.07,1026.70
mc2024_track1_130.pbo,45.50,58.66
mc2024_track1_045.pbo,621.03,out_of_time
mc2024_track1_021.pbo,578.71,out_of_time
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,3932.16,out_of_time
flat125-1.pbo,4.16,0.73
mc2024_track1_037.pbo,665.71,out_of_time
mc2024_track1_150.pbo,514.48,out_of_time
mc2024_track1_012.pbo,804.51,out_of_time
mc2024_track1_031.pbo,1.97,0.43
flat50-5.pbo,3.06,0.47
mc2024_track1_048.pbo,705.58,out_of_time
