Instance,PeakMem(MB),Time(s)
flat175-4.pbo,13.31,4.23
mc2024_track1_017.pbo,5057.20,out_of_time
mc2024_track1_016.pbo,277.84,250.35
mc2024_track1_179.pbo,6.15,0.65
mc2024_track1_126.pbo,2525.62,out_of_time
mc2024_track1_186.pbo,464.22,out_of_time
flat50-4.pbo,5.47,0.85
mc2024_track1_062.pbo,503.80,out_of_time
mc2024_track1_106.pbo,1914.08,out_of_time
mc2024_track1_067.pbo,1988.85,out_of_time
mc2024_track1_134.pbo,2231.10,out_of_time
mc2024_track1_150.pbo,1102.75,out_of_time
mc2024_track1_171.pbo,916.73,62.90
mc2024_track1_007.pbo,17348.32,out_of_time
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,8552.17,out_of_time
flat75-6.pbo,9.68,1.33
mc2024_track1_151.pbo,1636.73,out_of_time
mc2024_track1_031.pbo,2.19,0.45
mc2024_track1_198.pbo,3859.38,out_of_time
mc2024_track1_073.pbo,2087.33,out_of_time
sw100-9.pbo,1554.87,out_of_time
mc2024_track1_193.pbo,3359.72,out_of_time
mc2024_track1_026.pbo,3558.09,out_of_time
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,10337.02,out_of_time
mc2024_track1_014.pbo,213.67,187.39
flat150-2.pbo,22.95,4.60
sw100-3.pbo,1719.11,out_of_time
mc2024_track1_052.pbo,110.04,8.68
sw100-20.pbo,1788.40,out_of_time
mc2024_track1_138.pbo,4392.86,out_of_time
mc2024_track1_063.pbo,1037.38,out_of_time
ais6.pbo,69.43,507.24
mc2024_track1_091.pbo,81.84,36.26
cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat.pbo,12602.91,out_of_time
mc2024_track1_187.pbo,217.28,out_of_time
mc2024_track1_068.pbo,220.13,out_of_time
sw100-17.pbo,1640.68,out_of_time
flat150-3.pbo,15.05,3.28
mc2024_track1_082.pbo,3.50,0.51
flat50-1.pbo,9.84,1.81
mc2024_track1_020.pbo,335.12,297.33
mc2024_track1_032.pbo,2.19,0.47
flat30-3.pbo,6.44,0.67
mc2024_track1_110.pbo,665.18,out_of_time
mc2024_track1_146.pbo,1952.90,out_of_time
mc2024_track1_008.pbo,35182.65,out_of_time
mc2024_track1_105.pbo,305.68,527.95
mc2024_track1_160.pbo,2402.38,out_of_time
mc2024_track1_022.pbo,1646.23,out_of_time
mc2024_track1_162.pbo,2673.23,out_of_time
mc2024_track1_195.pbo,1650.39,out_of_time
sw100-11.pbo,1000.84,out_of_time
mc2024_track1_019.pbo,3217.29,out_of_time
mc2024_track1_156.pbo,7285.10,out_of_time
mc2024_track1_060.pbo,3.06,0.47
mc2024_track1_030.pbo,2.84,0.46
mc2024_track1_004.pbo,1630.27,out_of_time
mc2024_track1_100.pbo,1157.55,out_of_time
flat125-1.pbo,9.60,2.19
mc2024_track1_054.pbo,8.29,0.64
flat200-2.pbo,37.71,10.08
mc2024_track1_072.pbo,866.99,out_of_time
mc2024_track1_096.pbo,3173.37,3148.71
mc2024_track1_025.pbo,5210.19,out_of_time
mc2024_track1_090.pbo,17.21,5.80
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,4516.37,out_of_time
mc2024_track1_010.pbo,23.23,1.74
flat75-8.pbo,13.61,3.20
mc2024_track1_033.pbo,3136.12,out_of_time
flat30-5.pbo,5.71,0.58
mc2024_track1_005.pbo,969.90,out_of_time
mc2024_track1_006.pbo,710.82,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,12071.26,out_of_time
mc2024_track1_086.pbo,26.25,9.45
mc2024_track1_143.pbo,2410.00,out_of_time
mc2024_track1_041.pbo,993.08,out_of_time
ais12.pbo,555.25,out_of_time
mc2024_track1_196.pbo,1919.06,out_of_time
flat50-2.pbo,10.62,1.21
mc2024_track1_181.pbo,5.03,0.57
mc2024_track1_081.pbo,4.98,0.49
