Instance,PeakMem(MB),Time(s)
cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat.pbo,10043.15,out_of_time
mc2024_track1_035.pbo,1647.20,out_of_time
flat200-1.pbo,72.52,10.39
mc2024_track1_089.pbo,441.43,327.84
mc2024_track1_135.pbo,16968.66,509.00
mc2024_track1_122.pbo,17197.27,921.84
mc2024_track1_088.pbo,7178.45,out_of_time
cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat.pbo,16664.67,475.94
mc2024_track1_197.pbo,8127.98,out_of_time
flat75-7.pbo,32.74,10.15
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,16658.38,469.67
mc2024_track1_139.pbo,19940.54,3817.43
mc2024_track1_107.pbo,1789.63,out_of_time
flat100-9.pbo,44.28,3.51
sw100-8.pbo,2834.02,out_of_time
mc2024_track1_124.pbo,16925.80,554.72
cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat.pbo,16815.53,453.90
mc2024_track1_164.pbo,2060.95,out_of_time
mc2024_track1_109.pbo,4020.23,out_of_time
mc2024_track1_111.pbo,1460.21,out_of_time
flat30-4.pbo,10.48,1.30
logistics.d.pbo,4783.62,out_of_time
mc2024_track1_168.pbo,2719.98,out_of_time
cnf_mo_prop_9_12912_2.cnf_0.00000000.sat.pbo,6570.83,out_of_time
logistics.a.pbo,2095.52,out_of_time
mc2024_track1_137.pbo,16899.47,499.16
mc2024_track1_029.pbo,8.54,0.97
mc2024_track1_184.pbo,50.68,2.31
sw100-4.pbo,1152.09,out_of_time
mc2024_track1_147.pbo,4474.97,out_of_time
mc2024_track1_038.pbo,4140.38,out_of_time
logistics.b.pbo,2390.67,out_of_time
mc2024_track1_104.pbo,3351.25,out_of_time
flat175-3.pbo,59.69,7.99
mc2024_track1_174.pbo,10.70,0.86
mc2024_track1_163.pbo,1708.42,out_of_time
mc2024_track1_132.pbo,730.70,out_of_time
mc2024_track1_121.pbo,22.43,1.38
mc2024_track1_087.pbo,1140.23,out_of_time
mc2024_track1_155.pbo,4086.04,out_of_time
mc2024_track1_049.pbo,238.04,out_of_time
mc2024_track1_061.pbo,497.42,9761.55
mc2024_track1_013.pbo,1499.80,510.84
mc2024_track1_084.pbo,17034.79,445.16
sw100-13.pbo,2339.26,out_of_time
mc2024_track1_118.pbo,3.06,0.97
mc2024_track1_189.pbo,1827.82,out_of_time
flat30-10.pbo,11.52,1.45
mc2024_track1_117.pbo,11.05,0.89
mc2024_track1_028.pbo,6.56,0.70
mc2024_track1_053.pbo,2304.17,out_of_time
mc2024_track1_045.pbo,971.76,out_of_time
sw100-7.pbo,2657.85,out_of_time
mc2024_track1_169.pbo,4372.28,out_of_time
flat100-1.pbo,35.86,3.22
mc2024_track1_076.pbo,16638.75,469.91
flat75-1.pbo,33.48,5.17
cnf_mo_prop_1_790_2.cnf_0.00000000.sat.pbo,7043.07,out_of_time
flat30-2.pbo,11.76,1.44
mc2024_track1_131.pbo,619.94,out_of_time
mc2024_track1_015.pbo,1183.28,115.06
ais8.pbo,23.18,58.48
mc2024_track1_078.pbo,17033.08,2178.45
mc2024_track1_136.pbo,16866.38,881.90
flat30-8.pbo,8.04,0.68
flat125-5.pbo,46.55,4.84
flat150-4.pbo,41.16,4.44
flat175-2.pbo,109.38,8.40
mc2024_track1_012.pbo,1658.70,out_of_time
mc2024_track1_003.pbo,1058.33,out_of_time
mc2024_track1_059.pbo,399.11,out_of_time
mc2024_track1_120.pbo,70.79,934.36
sw100-15.pbo,3016.88,out_of_time
flat75-3.pbo,25.06,2.69
mc2024_track1_018.pbo,9288.88,out_of_time
sw100-14.pbo,1278.88,out_of_time
flat50-6.pbo,16.27,2.02
mc2024_track1_191.pbo,16852.30,493.33
mc2024_track1_153.pbo,1322.38,out_of_time
flat50-9.pbo,10.04,0.95
mc2024_track1_113.pbo,427.01,out_of_time
mc2024_track1_129.pbo,704.82,out_of_time
sw100-18.pbo,3149.74,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,10780.74,out_of_time
mc2024_track1_074.pbo,16828.52,488.96
mc2024_track1_036.pbo,2575.73,out_of_time
mc2024_track1_185.pbo,970.78,out_of_time
mc2024_track1_158.pbo,7881.57,out_of_time
flat50-8.pbo,19.57,3.89
flat75-2.pbo,37.07,5.71
flat175-1.pbo,67.29,9.38
mc2024_track1_055.pbo,844.75,163.72
mc2024_track1_125.pbo,1217.04,out_of_time
mc2024_track1_178.pbo,1081.10,out_of_time
mc2024_track1_141.pbo,3088.05,out_of_time
mc2024_track1_142.pbo,5121.12,out_of_time
flat75-5.pbo,139.04,52.49
mc2024_track1_069.pbo,1463.61,out_of_time
flat125-4.pbo,119.36,63.97
mc2024_track1_024.pbo,10002.75,out_of_time
flat100-2.pbo,23.42,2.74
mc2024_track1_039.pbo,2057.21,out_of_time
mc2024_track1_011.pbo,2968.81,out_of_time
mc2024_track1_056.pbo,6516.70,3304.80
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,16668.39,473.56
mc2024_track1_075.pbo,16700.57,483.73
mc2024_track1_000.pbo,18357.52,518.45
cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat.pbo,16668.52,482.06
flat75-9.pbo,30.25,2.54
flat50-3.pbo,9.69,1.04
sw100-2.pbo,2660.12,out_of_time
logistics.c.pbo,3968.63,out_of_time
mc2024_track1_177.pbo,6.89,0.79
mc2024_track1_044.pbo,565.54,out_of_time
cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat.pbo,16666.52,476.31
mc2024_track1_192.pbo,16927.24,524.51
mc2024_track1_183.pbo,24.20,2.94
sw100-5.pbo,2951.41,out_of_time
sw100-19.pbo,1827.79,out_of_time
mc2024_track1_065.pbo,1925.94,out_of_time
mc2024_track1_047.pbo,207.73,out_of_time
flat50-7.pbo,18.34,1.62
mc2024_track1_103.pbo,2620.71,out_of_time
flat125-2.pbo,79.29,4.95
mc2024_track1_112.pbo,333.05,out_of_time
mc2024_track1_119.pbo,373.02,3693.78
flat75-10.pbo,80.46,45.72
flat150-1.pbo,66.37,5.47
sw100-10.pbo,2722.82,out_of_time
mc2024_track1_149.pbo,1608.95,out_of_time
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,6659.84,out_of_time
sw100-1.pbo,2750.23,out_of_time
mc2024_track1_144.pbo,16903.36,509.86
mc2024_track1_161.pbo,15482.51,out_of_time
mc2024_track1_166.pbo,20451.46,out_of_time
sw100-16.pbo,2503.45,out_of_time
mc2024_track1_058.pbo,672.30,out_of_time
mc2024_track1_023.pbo,4189.30,out_of_time
mc2024_track1_154.pbo,1385.19,out_of_time
mc2024_track1_042.pbo,523.76,out_of_time
flat50-5.pbo,9.76,0.93
mc2024_track1_001.pbo,2160.84,out_of_time
flat175-5.pbo,91.26,6.69
mc2024_track1_051.pbo,9.22,0.72
flat100-7.pbo,38.14,3.13
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,16658.65,482.60
mc2024_track1_043.pbo,691.24,out_of_time
mc2024_track1_116.pbo,358.45,out_of_time
mc2024_track1_102.pbo,1114.24,out_of_time
flat30-6.pbo,6.98,0.77
mc2024_track1_085.pbo,4021.75,out_of_time
mc2024_track1_199.pbo,17679.75,1364.74
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,10780.64,out_of_time
flat175-4.pbo,64.14,8.44
mc2024_track1_017.pbo,6567.55,out_of_time
mc2024_track1_016.pbo,18998.18,out_of_time
mc2024_track1_179.pbo,72.15,5.63
mc2024_track1_126.pbo,1494.34,out_of_time
mc2024_track1_186.pbo,489.88,out_of_time
flat50-4.pbo,19.10,3.35
mc2024_track1_062.pbo,694.49,out_of_time
mc2024_track1_106.pbo,1957.12,out_of_time
mc2024_track1_067.pbo,3513.90,out_of_time
mc2024_track1_134.pbo,19100.57,out_of_time
mc2024_track1_150.pbo,945.00,out_of_time
mc2024_track1_171.pbo,441.01,30.12
mc2024_track1_007.pbo,17026.37,511.23
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,16660.36,473.77
flat75-6.pbo,29.74,3.02
mc2024_track1_151.pbo,1055.62,out_of_time
mc2024_track1_031.pbo,5.25,0.53
mc2024_track1_198.pbo,16813.16,815.76
mc2024_track1_073.pbo,16643.85,458.56
sw100-9.pbo,1907.75,out_of_time
mc2024_track1_193.pbo,16699.09,479.47
mc2024_track1_026.pbo,7507.22,out_of_time
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,16665.67,473.08
mc2024_track1_014.pbo,2435.82,out_of_time
flat150-2.pbo,66.24,4.82
sw100-3.pbo,2889.58,out_of_time
mc2024_track1_052.pbo,21768.06,out_of_time
sw100-20.pbo,2769.11,out_of_time
mc2024_track1_138.pbo,16983.54,465.53
mc2024_track1_063.pbo,1900.50,out_of_time
ais6.pbo,3.94,1.09
mc2024_track1_091.pbo,2712.28,out_of_time
cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat.pbo,16670.03,471.04
mc2024_track1_187.pbo,265.18,out_of_time
mc2024_track1_068.pbo,564.29,out_of_time
sw100-17.pbo,2955.60,out_of_time
flat150-3.pbo,54.14,4.81
mc2024_track1_082.pbo,920.22,out_of_time
flat50-1.pbo,16.62,2.20
mc2024_track1_020.pbo,435.59,77.64
mc2024_track1_032.pbo,11.55,0.75
flat30-3.pbo,10.99,1.39
mc2024_track1_110.pbo,791.08,out_of_time
mc2024_track1_146.pbo,2919.83,out_of_time
mc2024_track1_008.pbo,19149.66,848.19
mc2024_track1_105.pbo,498.69,419.61
mc2024_track1_160.pbo,4061.52,out_of_time
mc2024_track1_022.pbo,6888.68,out_of_time
mc2024_track1_162.pbo,7866.57,out_of_time
mc2024_track1_195.pbo,23614.58,6376.51
sw100-11.pbo,2098.68,out_of_time
mc2024_track1_019.pbo,7659.77,out_of_time
mc2024_track1_156.pbo,22141.45,out_of_time
mc2024_track1_060.pbo,353.87,out_of_time
mc2024_track1_030.pbo,8.00,0.89
mc2024_track1_004.pbo,4591.84,out_of_time
mc2024_track1_100.pbo,1353.48,out_of_time
flat125-1.pbo,39.08,4.18
mc2024_track1_054.pbo,329.04,43.33
flat200-2.pbo,103.32,28.04
mc2024_track1_072.pbo,16650.43,464.07
mc2024_track1_096.pbo,16663.31,450.44
mc2024_track1_025.pbo,6377.68,out_of_time
mc2024_track1_090.pbo,977.00,1970.20
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,6497.98,out_of_time
mc2024_track1_010.pbo,1673.33,607.78
flat75-8.pbo,34.09,3.12
mc2024_track1_033.pbo,2207.59,out_of_time
flat30-5.pbo,10.17,1.49
mc2024_track1_005.pbo,914.75,out_of_time
mc2024_track1_006.pbo,719.94,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,16654.70,480.35
mc2024_track1_086.pbo,2737.53,out_of_time
mc2024_track1_143.pbo,8630.11,out_of_time
mc2024_track1_041.pbo,1666.36,out_of_time
ais12.pbo,403.07,out_of_time
mc2024_track1_196.pbo,19413.45,2091.44
flat50-2.pbo,9.31,1.08
mc2024_track1_181.pbo,76.18,3.19
mc2024_track1_081.pbo,10.94,1.63
