Instance,PeakMem(MB),Time(s)
mc2024_track1_127.pbo,2480.31,out_of_time
mc2024_track1_188.pbo,1616.62,out_of_time
flat30-7.pbo,681.00,out_of_time
mc2024_track1_037.pbo,3927.00,out_of_time
sw100-6.pbo,1880.18,out_of_time
flat200-4.pbo,4080.62,out_of_time
mc2024_track1_057.pbo,8146.16,out_of_time
mc2024_track1_170.pbo,1941.50,out_of_time
mc2024_track1_108.pbo,1416.47,out_of_time
mc2024_track1_114.pbo,177.76,out_of_time
mc2024_track1_101.pbo,2989.41,out_of_time
mc2024_track1_123.pbo,8729.50,out_of_time
mc2024_track1_077.pbo,11970.16,out_of_time
cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat.pbo,5682.70,out_of_time
mc2024_track1_035.pbo,5463.38,out_of_time
flat200-1.pbo,2460.39,out_of_time
mc2024_track1_089.pbo,3353.19,out_of_time
mc2024_track1_135.pbo,18192.30,449.12
mc2024_track1_122.pbo,16848.15,348.94
mc2024_track1_088.pbo,15922.16,out_of_time
cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat.pbo,16935.63,373.32
mc2024_track1_197.pbo,15717.30,out_of_time
flat75-7.pbo,1147.34,out_of_time
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,16941.25,368.15
mc2024_track1_139.pbo,16900.20,640.67
mc2024_track1_107.pbo,2692.83,out_of_time
flat100-9.pbo,2026.73,out_of_time
sw100-8.pbo,2020.23,out_of_time
mc2024_track1_124.pbo,17565.07,498.66
cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat.pbo,16785.41,345.19
mc2024_track1_164.pbo,2050.85,out_of_time
mc2024_track1_109.pbo,2411.66,out_of_time
mc2024_track1_111.pbo,1678.71,out_of_time
flat30-4.pbo,551.07,out_of_time
logistics.d.pbo,9066.72,out_of_time
mc2024_track1_168.pbo,2869.86,out_of_time
cnf_mo_prop_9_12912_2.cnf_0.00000000.sat.pbo,6154.77,out_of_time
logistics.a.pbo,4370.25,out_of_time
mc2024_track1_137.pbo,17215.79,472.32
mc2024_track1_029.pbo,1210.20,out_of_time
mc2024_track1_184.pbo,2177.32,out_of_time
sw100-4.pbo,3384.95,out_of_time
mc2024_track1_147.pbo,8598.79,out_of_time
mc2024_track1_038.pbo,4783.25,out_of_time
logistics.b.pbo,3485.02,out_of_time
mc2024_track1_104.pbo,2800.44,out_of_time
flat175-3.pbo,2372.68,out_of_time
mc2024_track1_174.pbo,332.17,out_of_time
mc2024_track1_163.pbo,4015.93,out_of_time
mc2024_track1_132.pbo,1848.72,out_of_time
mc2024_track1_121.pbo,385.74,218.77
mc2024_track1_087.pbo,1880.82,out_of_time
mc2024_track1_155.pbo,6606.95,out_of_time
mc2024_track1_049.pbo,166.08,out_of_time
mc2024_track1_061.pbo,567.22,out_of_time
mc2024_track1_013.pbo,6127.73,out_of_time
mc2024_track1_084.pbo,16746.54,368.55
sw100-13.pbo,2389.43,out_of_time
mc2024_track1_118.pbo,283.83,2466.27
mc2024_track1_189.pbo,2101.86,out_of_time
flat30-10.pbo,944.08,out_of_time
mc2024_track1_117.pbo,176.30,201.91
mc2024_track1_028.pbo,44.31,28.24
mc2024_track1_053.pbo,2673.76,out_of_time
mc2024_track1_045.pbo,166.04,out_of_time
sw100-7.pbo,2559.33,out_of_time
mc2024_track1_169.pbo,9800.38,out_of_time
flat100-1.pbo,2056.01,out_of_time
mc2024_track1_076.pbo,16862.90,360.24
flat75-1.pbo,1268.41,out_of_time
cnf_mo_prop_1_790_2.cnf_0.00000000.sat.pbo,4914.34,out_of_time
flat30-2.pbo,891.02,out_of_time
mc2024_track1_131.pbo,1754.84,out_of_time
mc2024_track1_015.pbo,15126.10,out_of_time
ais8.pbo,366.14,out_of_time
mc2024_track1_078.pbo,17476.97,432.93
mc2024_track1_136.pbo,16864.47,356.61
flat30-8.pbo,975.07,out_of_time
flat125-5.pbo,2111.71,out_of_time
flat150-4.pbo,3850.73,out_of_time
flat175-2.pbo,2372.15,out_of_time
mc2024_track1_012.pbo,4989.93,out_of_time
mc2024_track1_003.pbo,1375.43,out_of_time
mc2024_track1_059.pbo,526.87,out_of_time
mc2024_track1_120.pbo,187.09,out_of_time
sw100-15.pbo,2927.35,out_of_time
flat75-3.pbo,1557.50,out_of_time
mc2024_track1_018.pbo,13742.31,out_of_time
sw100-14.pbo,3980.73,out_of_time
flat50-6.pbo,1353.17,out_of_time
mc2024_track1_191.pbo,17389.71,448.51
mc2024_track1_153.pbo,4232.23,out_of_time
flat50-9.pbo,1460.36,out_of_time
mc2024_track1_113.pbo,1798.59,out_of_time
mc2024_track1_129.pbo,1755.75,out_of_time
sw100-18.pbo,2783.86,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,5452.02,out_of_time
mc2024_track1_074.pbo,17336.75,420.23
mc2024_track1_036.pbo,3090.66,out_of_time
mc2024_track1_185.pbo,1346.63,out_of_time
mc2024_track1_158.pbo,11340.18,out_of_time
flat50-8.pbo,1160.25,out_of_time
flat75-2.pbo,1262.98,out_of_time
flat175-1.pbo,3055.51,out_of_time
mc2024_track1_055.pbo,7750.46,out_of_time
mc2024_track1_125.pbo,1770.68,out_of_time
mc2024_track1_178.pbo,2818.91,out_of_time
mc2024_track1_141.pbo,6323.46,out_of_time
mc2024_track1_142.pbo,6146.52,out_of_time
flat75-5.pbo,1518.27,6484.78
mc2024_track1_069.pbo,1585.50,out_of_time
flat125-4.pbo,3116.30,out_of_time
mc2024_track1_024.pbo,16215.39,out_of_time
flat100-2.pbo,192.12,138.03
mc2024_track1_039.pbo,3345.73,out_of_time
mc2024_track1_011.pbo,4036.76,out_of_time
mc2024_track1_056.pbo,11627.73,out_of_time
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,16940.62,389.66
mc2024_track1_075.pbo,17358.30,381.91
mc2024_track1_000.pbo,17665.73,446.14
cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat.pbo,16935.51,378.45
flat75-9.pbo,1868.98,out_of_time
flat50-3.pbo,1175.92,out_of_time
sw100-2.pbo,2937.80,out_of_time
logistics.c.pbo,4635.47,out_of_time
mc2024_track1_177.pbo,293.96,out_of_time
mc2024_track1_044.pbo,830.93,out_of_time
cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat.pbo,16939.17,390.14
mc2024_track1_192.pbo,17552.49,451.37
mc2024_track1_183.pbo,966.76,out_of_time
sw100-5.pbo,2934.60,out_of_time
sw100-19.pbo,3135.42,out_of_time
mc2024_track1_065.pbo,2758.76,out_of_time
mc2024_track1_047.pbo,140.60,out_of_time
flat50-7.pbo,451.63,3412.43
mc2024_track1_103.pbo,7490.55,out_of_time
flat125-2.pbo,1797.41,out_of_time
mc2024_track1_112.pbo,1802.41,out_of_time
mc2024_track1_119.pbo,184.89,out_of_time
flat75-10.pbo,1552.15,out_of_time
flat150-1.pbo,3253.75,out_of_time
sw100-10.pbo,2594.59,out_of_time
mc2024_track1_149.pbo,2873.45,out_of_time
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,6218.91,out_of_time
sw100-1.pbo,2152.45,out_of_time
mc2024_track1_144.pbo,17029.37,1156.07
mc2024_track1_161.pbo,16449.66,out_of_time
mc2024_track1_166.pbo,15950.38,out_of_time
sw100-16.pbo,5423.48,out_of_time
mc2024_track1_058.pbo,511.96,out_of_time
mc2024_track1_023.pbo,4143.54,out_of_time
mc2024_track1_154.pbo,1999.74,out_of_time
mc2024_track1_042.pbo,889.94,out_of_time
flat50-5.pbo,1152.84,out_of_time
mc2024_track1_001.pbo,3030.05,out_of_time
flat175-5.pbo,2228.11,out_of_time
mc2024_track1_051.pbo,383.22,out_of_time
flat100-7.pbo,1400.32,out_of_time
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,16930.99,376.27
mc2024_track1_043.pbo,258.00,out_of_time
mc2024_track1_116.pbo,2107.17,out_of_time
mc2024_track1_102.pbo,2798.09,out_of_time
flat30-6.pbo,791.40,out_of_time
mc2024_track1_085.pbo,4865.23,out_of_time
mc2024_track1_199.pbo,16711.85,341.40
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,5670.01,out_of_time
flat175-4.pbo,3130.43,out_of_time
mc2024_track1_017.pbo,9350.16,out_of_time
mc2024_track1_016.pbo,22945.48,out_of_time
mc2024_track1_179.pbo,1760.19,out_of_time
mc2024_track1_126.pbo,1477.26,out_of_time
mc2024_track1_186.pbo,730.89,out_of_time
flat50-4.pbo,1132.84,out_of_time
mc2024_track1_062.pbo,1189.72,out_of_time
mc2024_track1_106.pbo,2489.28,out_of_time
mc2024_track1_067.pbo,2851.70,out_of_time
mc2024_track1_134.pbo,20886.84,out_of_time
mc2024_track1_150.pbo,2681.07,out_of_time
mc2024_track1_171.pbo,4835.44,out_of_time
mc2024_track1_007.pbo,17736.82,492.17
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,16942.62,371.13
flat75-6.pbo,1469.52,out_of_time
mc2024_track1_151.pbo,2746.85,out_of_time
mc2024_track1_031.pbo,749.91,out_of_time
mc2024_track1_198.pbo,16864.64,352.76
mc2024_track1_073.pbo,16719.41,352.89
sw100-9.pbo,2243.04,out_of_time
mc2024_track1_193.pbo,17357.34,380.25
mc2024_track1_026.pbo,8212.55,out_of_time
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,16934.12,387.70
mc2024_track1_014.pbo,5365.19,out_of_time
flat150-2.pbo,2971.80,out_of_time
sw100-3.pbo,3797.92,out_of_time
mc2024_track1_052.pbo,18997.38,1519.16
sw100-20.pbo,2252.41,out_of_time
mc2024_track1_138.pbo,17222.63,470.52
mc2024_track1_063.pbo,1476.56,out_of_time
ais6.pbo,126.38,2603.67
mc2024_track1_091.pbo,5331.97,out_of_time
cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat.pbo,16941.45,384.59
mc2024_track1_187.pbo,260.33,out_of_time
mc2024_track1_068.pbo,237.10,out_of_time
sw100-17.pbo,2867.13,out_of_time
flat150-3.pbo,2628.38,out_of_time
mc2024_track1_082.pbo,567.71,out_of_time
flat50-1.pbo,1227.83,out_of_time
mc2024_track1_020.pbo,3174.23,out_of_time
mc2024_track1_032.pbo,68.95,48.48
flat30-3.pbo,792.38,out_of_time
mc2024_track1_110.pbo,1396.80,out_of_time
mc2024_track1_146.pbo,5259.23,out_of_time
mc2024_track1_008.pbo,29801.07,1393.34
mc2024_track1_105.pbo,5213.52,out_of_time
mc2024_track1_160.pbo,7299.20,out_of_time
mc2024_track1_022.pbo,7807.95,out_of_time
mc2024_track1_162.pbo,10289.44,out_of_time
mc2024_track1_195.pbo,16780.79,327.17
sw100-11.pbo,2551.74,out_of_time
mc2024_track1_019.pbo,21216.28,out_of_time
mc2024_track1_156.pbo,18641.02,1540.18
mc2024_track1_060.pbo,948.64,out_of_time
mc2024_track1_030.pbo,675.34,out_of_time
mc2024_track1_004.pbo,6338.16,out_of_time
mc2024_track1_100.pbo,1624.80,out_of_time
flat125-1.pbo,1788.41,out_of_time
mc2024_track1_054.pbo,885.96,118.34
flat200-2.pbo,2420.27,out_of_time
mc2024_track1_072.pbo,16861.73,376.17
mc2024_track1_096.pbo,16906.02,355.05
mc2024_track1_025.pbo,8809.65,out_of_time
mc2024_track1_090.pbo,5156.08,out_of_time
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,4838.53,out_of_time
mc2024_track1_010.pbo,10680.94,out_of_time
flat75-8.pbo,1671.46,out_of_time
mc2024_track1_033.pbo,3876.66,out_of_time
flat30-5.pbo,636.77,out_of_time
mc2024_track1_005.pbo,2790.45,out_of_time
mc2024_track1_006.pbo,1911.36,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,16941.43,388.84
mc2024_track1_086.pbo,11230.05,out_of_time
mc2024_track1_143.pbo,7186.52,out_of_time
mc2024_track1_041.pbo,3019.45,out_of_time
ais12.pbo,442.92,out_of_time
mc2024_track1_196.pbo,16702.00,342.09
flat50-2.pbo,815.03,4342.06
mc2024_track1_181.pbo,2568.75,out_of_time
mc2024_track1_081.pbo,836.00,out_of_time
