Instance,PeakMem(MB),Time(s)
mc2024_track1_089.pbo,1860.20,4513.57
mc2024_track1_135.pbo,16955.61,511.29
mc2024_track1_122.pbo,17603.05,739.48
mc2024_track1_088.pbo,6544.41,out_of_time
cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat.pbo,16635.15,471.33
mc2024_track1_197.pbo,8054.64,out_of_time
flat75-7.pbo,36.76,5.65
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,16638.00,473.04
mc2024_track1_139.pbo,21238.18,4524.29
mc2024_track1_107.pbo,1219.29,out_of_time
flat100-9.pbo,45.75,2.98
sw100-8.pbo,2679.10,out_of_time
mc2024_track1_124.pbo,16921.28,551.94
cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat.pbo,16781.30,451.46
mc2024_track1_164.pbo,1846.33,out_of_time
mc2024_track1_109.pbo,4290.08,out_of_time
mc2024_track1_111.pbo,1163.15,out_of_time
flat30-4.pbo,11.07,1.31
logistics.d.pbo,5432.47,out_of_time
mc2024_track1_168.pbo,2922.88,out_of_time
cnf_mo_prop_9_12912_2.cnf_0.00000000.sat.pbo,5856.33,out_of_time
logistics.a.pbo,2239.21,out_of_time
mc2024_track1_137.pbo,16653.05,449.71
mc2024_track1_029.pbo,6.72,0.69
mc2024_track1_184.pbo,32.57,1.73
sw100-4.pbo,2562.72,out_of_time
mc2024_track1_147.pbo,5312.16,out_of_time
mc2024_track1_038.pbo,3183.55,out_of_time
logistics.b.pbo,1516.90,out_of_time
mc2024_track1_104.pbo,3866.21,out_of_time
flat175-3.pbo,95.25,7.78
mc2024_track1_174.pbo,8.88,0.99
mc2024_track1_163.pbo,1793.90,out_of_time
mc2024_track1_132.pbo,656.62,out_of_time
mc2024_track1_121.pbo,23.99,1.48
mc2024_track1_087.pbo,844.27,5384.87
mc2024_track1_155.pbo,4136.68,out_of_time
mc2024_track1_049.pbo,247.70,out_of_time
mc2024_track1_061.pbo,625.81,out_of_time
mc2024_track1_013.pbo,1425.51,442.90
mc2024_track1_084.pbo,16952.00,436.38
sw100-13.pbo,3438.94,out_of_time
mc2024_track1_118.pbo,2.84,0.46
mc2024_track1_189.pbo,1507.65,out_of_time
flat30-10.pbo,13.94,1.12
mc2024_track1_117.pbo,8.89,0.78
mc2024_track1_028.pbo,7.61,0.60
mc2024_track1_053.pbo,3155.52,out_of_time
mc2024_track1_045.pbo,346.60,out_of_time
sw100-7.pbo,2574.57,out_of_time
mc2024_track1_169.pbo,2676.81,out_of_time
flat100-1.pbo,44.23,4.67
mc2024_track1_076.pbo,16626.96,465.81
flat75-1.pbo,36.02,9.68
cnf_mo_prop_1_790_2.cnf_0.00000000.sat.pbo,5895.25,out_of_time
flat30-2.pbo,9.52,0.92
mc2024_track1_131.pbo,686.14,out_of_time
mc2024_track1_015.pbo,1485.93,113.00
ais8.pbo,27.66,57.76
mc2024_track1_078.pbo,16976.76,2336.43
mc2024_track1_136.pbo,16811.62,889.42
flat30-8.pbo,8.13,0.80
flat125-5.pbo,67.29,4.29
flat150-4.pbo,85.20,5.85
flat175-2.pbo,102.50,6.10
mc2024_track1_012.pbo,3700.58,out_of_time
mc2024_track1_003.pbo,991.61,out_of_time
mc2024_track1_059.pbo,507.48,out_of_time
mc2024_track1_120.pbo,47.30,320.61
sw100-15.pbo,2590.59,out_of_time
flat75-3.pbo,48.78,2.30
mc2024_track1_018.pbo,8456.89,out_of_time
sw100-14.pbo,2648.23,out_of_time
flat50-6.pbo,23.12,1.56
mc2024_track1_191.pbo,16843.90,491.14
mc2024_track1_153.pbo,1834.84,out_of_time
flat50-9.pbo,60.88,22.64
mc2024_track1_113.pbo,634.88,out_of_time
mc2024_track1_129.pbo,689.14,out_of_time
sw100-18.pbo,2957.11,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,8710.97,out_of_time
mc2024_track1_074.pbo,16803.05,489.90
mc2024_track1_036.pbo,3420.97,out_of_time
mc2024_track1_185.pbo,1072.11,out_of_time
mc2024_track1_158.pbo,9673.79,out_of_time
flat50-8.pbo,27.00,3.69
flat75-2.pbo,33.04,4.09
flat175-1.pbo,97.54,8.07
mc2024_track1_055.pbo,1117.27,294.48
mc2024_track1_125.pbo,1187.55,out_of_time
mc2024_track1_178.pbo,1184.64,out_of_time
mc2024_track1_141.pbo,3378.89,out_of_time
mc2024_track1_142.pbo,3105.59,out_of_time
flat75-5.pbo,33.85,2.20
mc2024_track1_069.pbo,1015.30,out_of_time
flat125-4.pbo,48.99,2.96
mc2024_track1_024.pbo,12871.55,out_of_time
flat100-2.pbo,43.84,3.55
mc2024_track1_039.pbo,2394.92,out_of_time
mc2024_track1_011.pbo,5695.23,out_of_time
mc2024_track1_056.pbo,13980.88,5983.01
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,16634.27,468.67
mc2024_track1_075.pbo,16677.89,485.96
mc2024_track1_000.pbo,18678.39,519.90
cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat.pbo,16635.96,468.57
flat75-9.pbo,37.80,2.38
flat50-3.pbo,12.00,1.15
sw100-2.pbo,3039.47,out_of_time
logistics.c.pbo,2683.23,out_of_time
mc2024_track1_177.pbo,10.08,7.05
mc2024_track1_044.pbo,384.88,out_of_time
cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat.pbo,16634.01,477.95
mc2024_track1_192.pbo,16929.84,517.07
mc2024_track1_183.pbo,94.11,301.09
sw100-5.pbo,1610.77,out_of_time
sw100-19.pbo,3036.18,out_of_time
mc2024_track1_065.pbo,1119.48,out_of_time
mc2024_track1_047.pbo,220.09,out_of_time
flat50-7.pbo,19.57,1.44
mc2024_track1_103.pbo,3959.89,out_of_time
flat125-2.pbo,68.67,4.52
mc2024_track1_112.pbo,414.73,out_of_time
mc2024_track1_119.pbo,159.37,8408.47
flat75-10.pbo,36.53,2.83
flat150-1.pbo,77.71,5.20
sw100-10.pbo,2546.21,out_of_time
mc2024_track1_149.pbo,1768.11,out_of_time
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,6111.50,out_of_time
sw100-1.pbo,2464.27,out_of_time
mc2024_track1_144.pbo,16884.04,486.96
mc2024_track1_161.pbo,16034.48,out_of_time
mc2024_track1_166.pbo,24478.17,out_of_time
sw100-16.pbo,3569.96,out_of_time
mc2024_track1_058.pbo,740.15,out_of_time
mc2024_track1_023.pbo,4323.62,out_of_time
mc2024_track1_154.pbo,1191.52,out_of_time
mc2024_track1_042.pbo,403.50,out_of_time
flat50-5.pbo,23.18,1.76
mc2024_track1_001.pbo,3486.92,out_of_time
flat175-5.pbo,93.41,6.75
mc2024_track1_051.pbo,11.11,0.81
flat100-7.pbo,41.21,4.06
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,16632.02,469.73
mc2024_track1_043.pbo,753.25,out_of_time
mc2024_track1_116.pbo,371.20,out_of_time
mc2024_track1_102.pbo,1339.68,out_of_time
flat30-6.pbo,10.15,1.72
mc2024_track1_085.pbo,6759.98,out_of_time
mc2024_track1_199.pbo,17830.90,1444.69
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,8937.22,out_of_time
flat175-4.pbo,82.33,5.74
mc2024_track1_017.pbo,7332.57,out_of_time
mc2024_track1_016.pbo,9171.74,out_of_time
mc2024_track1_179.pbo,62.29,4.96
mc2024_track1_126.pbo,1522.57,out_of_time
mc2024_track1_186.pbo,465.07,out_of_time
flat50-4.pbo,14.15,1.41
mc2024_track1_062.pbo,802.70,out_of_time
mc2024_track1_106.pbo,898.24,out_of_time
mc2024_track1_067.pbo,3919.50,out_of_time
mc2024_track1_134.pbo,15351.82,out_of_time
mc2024_track1_150.pbo,1366.04,out_of_time
mc2024_track1_171.pbo,491.48,31.46
mc2024_track1_007.pbo,17016.34,509.10
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,16638.38,481.40
flat75-6.pbo,35.16,5.17
mc2024_track1_151.pbo,932.84,out_of_time
mc2024_track1_031.pbo,9.27,0.96
mc2024_track1_198.pbo,16814.44,839.38
mc2024_track1_073.pbo,16635.16,465.13
sw100-9.pbo,2581.14,out_of_time
mc2024_track1_193.pbo,16679.29,479.38
mc2024_track1_026.pbo,7219.46,out_of_time
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,16632.46,474.16
mc2024_track1_014.pbo,2872.41,out_of_time
flat150-2.pbo,65.99,5.51
sw100-3.pbo,2888.75,out_of_time
mc2024_track1_052.pbo,18182.32,out_of_time
sw100-20.pbo,2980.88,out_of_time
mc2024_track1_138.pbo,16978.00,470.06
mc2024_track1_063.pbo,1146.57,out_of_time
ais6.pbo,5.85,1.43
mc2024_track1_091.pbo,2294.58,out_of_time
cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat.pbo,16635.36,468.90
mc2024_track1_187.pbo,319.83,out_of_time
mc2024_track1_068.pbo,404.41,out_of_time
sw100-17.pbo,2202.64,out_of_time
flat150-3.pbo,79.79,5.11
mc2024_track1_082.pbo,900.01,out_of_time
flat50-1.pbo,18.27,1.80
mc2024_track1_020.pbo,473.20,111.87
mc2024_track1_032.pbo,8.22,0.55
flat30-3.pbo,10.79,1.13
mc2024_track1_110.pbo,1290.68,out_of_time
mc2024_track1_146.pbo,3243.84,out_of_time
mc2024_track1_008.pbo,19134.11,844.40
mc2024_track1_105.pbo,1516.25,3825.42
mc2024_track1_160.pbo,3774.82,out_of_time
mc2024_track1_022.pbo,8302.54,out_of_time
mc2024_track1_162.pbo,12675.50,out_of_time
mc2024_track1_195.pbo,25185.18,6117.90
sw100-11.pbo,2902.02,out_of_time
mc2024_track1_019.pbo,7544.91,out_of_time
mc2024_track1_156.pbo,24396.14,out_of_time
mc2024_track1_060.pbo,560.03,out_of_time
mc2024_track1_030.pbo,8.25,0.87
mc2024_track1_004.pbo,640.71,229.90
mc2024_track1_100.pbo,1415.03,out_of_time
flat125-1.pbo,75.07,5.44
mc2024_track1_054.pbo,198.23,21.52
flat200-2.pbo,92.67,8.19
mc2024_track1_072.pbo,16619.68,537.52
mc2024_track1_096.pbo,16648.20,447.40
mc2024_track1_025.pbo,7456.40,out_of_time
mc2024_track1_090.pbo,2642.43,out_of_time
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,5893.96,out_of_time
mc2024_track1_010.pbo,2886.21,3853.10
flat75-8.pbo,32.25,2.60
mc2024_track1_033.pbo,1940.16,out_of_time
flat30-5.pbo,11.63,1.07
mc2024_track1_005.pbo,865.23,out_of_time
mc2024_track1_006.pbo,620.98,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,16638.54,475.79
mc2024_track1_086.pbo,3036.98,out_of_time
mc2024_track1_143.pbo,4118.17,out_of_time
mc2024_track1_041.pbo,978.58,out_of_time
ais12.pbo,389.62,out_of_time
mc2024_track1_196.pbo,16697.42,442.94
flat50-2.pbo,20.65,1.71
mc2024_track1_181.pbo,63.54,3.17
mc2024_track1_081.pbo,23.93,6.48
