Instance,PeakMem(MB),Time(s)
mc2024_track1_052.pbo,6136.28,out_of_time
mc2024_track1_152.pbo,1630.24,out_of_time
mc2024_track1_190.pbo,588.95,out_of_time
mc2024_track1_047.pbo,152.67,out_of_time
flat50-9.pbo,1412.90,out_of_time
mc2024_track1_157.pbo,3334.90,out_of_time
mc2024_track1_008.pbo,26560.76,1895.13
mc2024_track1_155.pbo,2901.55,out_of_time
mc2024_track1_014.pbo,2136.05,out_of_time
cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat.pbo,17830.52,9121.98
mc2024_track1_174.pbo,11.60,1.10
cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat.pbo,2228.82,out_of_time
flat200-3.pbo,6057.89,out_of_time
flat75-1.pbo,1779.03,out_of_time
mc2024_track1_128.pbo,1758.39,out_of_time
flat75-6.pbo,1777.03,out_of_time
mc2024_track1_139.pbo,3683.81,out_of_time
flat100-2.pbo,3219.50,out_of_time
mc2024_track1_064.pbo,1366.20,out_of_time
mc2024_track1_063.pbo,1896.50,out_of_time
flat50-10.pbo,1207.54,out_of_time
mc2024_track1_187.pbo,379.39,out_of_time
sw100-20.pbo,5181.03,out_of_time
cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat.pbo,17796.21,6433.55
mc2024_track1_165.pbo,2248.07,out_of_time
mc2024_track1_002.pbo,1304.88,out_of_time
cnf_mo_prop_2_1768_2.cnf_0.00000000.sat.pbo,3817.88,out_of_time
mc2024_track1_068.pbo,233.25,out_of_time
mc2024_track1_086.pbo,4869.70,out_of_time
mc2024_track1_134.pbo,3559.18,out_of_time
flat100-5.pbo,2838.36,out_of_time
cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat.pbo,17791.69,6438.04
cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat.pbo,17778.51,6089.64
flat30-8.pbo,728.04,out_of_time
mc2024_track1_164.pbo,2329.80,out_of_time
mc2024_track1_177.pbo,6.69,0.56
mc2024_track1_100.pbo,1772.94,out_of_time
flat30-10.pbo,837.29,out_of_time
flat30-7.pbo,902.11,out_of_time
mc2024_track1_151.pbo,1519.05,out_of_time
flat75-7.pbo,1882.01,out_of_time
mc2024_track1_057.pbo,4629.33,out_of_time
flat75-3.pbo,2330.80,out_of_time
mc2024_track1_090.pbo,6435.91,out_of_time
mc2024_track1_062.pbo,1294.86,out_of_time
cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat.pbo,9190.95,out_of_time
mc2024_track1_197.pbo,5841.31,out_of_time
mc2024_track1_034.pbo,3297.76,out_of_time
mc2024_track1_170.pbo,2394.81,out_of_time
mc2024_track1_081.pbo,1250.89,out_of_time
cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat.pbo,17778.54,6105.33
mc2024_track1_129.pbo,1899.46,out_of_time
mc2024_track1_028.pbo,3.50,0.50
mc2024_track1_077.pbo,543.45,out_of_time
mc2024_track1_185.pbo,1520.19,out_of_time
mc2024_track1_156.pbo,6129.95,out_of_time
mc2024_track1_179.pbo,15.79,1.01
flat125-5.pbo,3382.27,out_of_time
flat50-2.pbo,1025.62,out_of_time
sw100-19.pbo,1844.48,out_of_time
mc2024_track1_056.pbo,6322.05,out_of_time
flat75-5.pbo,2047.66,out_of_time
sw100-4.pbo,1759.28,out_of_time
mc2024_track1_020.pbo,4704.97,out_of_time
flat100-1.pbo,2781.75,out_of_time
mc2024_track1_125.pbo,1434.71,out_of_time
flat75-4.pbo,2294.42,out_of_time
cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat.pbo,2828.64,out_of_time
mc2024_track1_171.pbo,2150.08,216.38
flat175-1.pbo,2997.34,out_of_time
mc2024_track1_111.pbo,1404.31,out_of_time
mc2024_track1_175.pbo,11.71,1.09
mc2024_track1_192.pbo,4791.54,out_of_time
mc2024_track1_147.pbo,3236.84,out_of_time
mc2024_track1_091.pbo,3851.16,out_of_time
mc2024_track1_109.pbo,3664.43,out_of_time
mc2024_track1_153.pbo,2255.72,out_of_time
cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat.pbo,2894.20,out_of_time
mc2024_track1_016.pbo,5452.41,out_of_time
mc2024_track1_070.pbo,1432.08,out_of_time
sw100-14.pbo,1455.43,out_of_time
mc2024_track1_145.pbo,4540.33,out_of_time
mc2024_track1_116.pbo,325.91,out_of_time
flat30-6.pbo,670.81,out_of_time
flat50-6.pbo,1504.87,out_of_time
flat175-4.pbo,4873.21,out_of_time
mc2024_track1_196.pbo,1137.31,out_of_time
mc2024_track1_126.pbo,1900.82,out_of_time
flat30-2.pbo,773.82,out_of_time
mc2024_track1_132.pbo,1636.21,out_of_time
mc2024_track1_106.pbo,4379.08,out_of_time
flat200-5.pbo,5378.09,out_of_time
flat100-10.pbo,1715.79,out_of_time
ais12.pbo,718.84,out_of_time
mc2024_track1_173.pbo,148.12,7.25
mc2024_track1_199.pbo,1165.34,out_of_time
sw100-1.pbo,2106.33,out_of_time
logistics.c.pbo,1919.17,out_of_time
mc2024_track1_011.pbo,3932.23,out_of_time
mc2024_track1_183.pbo,5.69,0.63
mc2024_track1_172.pbo,1086.21,out_of_time
flat100-7.pbo,2652.95,out_of_time
mc2024_track1_088.pbo,4200.45,out_of_time
flat100-4.pbo,3083.17,out_of_time
mc2024_track1_118.pbo,3.28,0.58
mc2024_track1_092.pbo,2428.07,out_of_time
mc2024_track1_083.pbo,1762.55,out_of_time
mc2024_track1_189.pbo,1362.72,out_of_time
mc2024_track1_166.pbo,4918.35,out_of_time
mc2024_track1_042.pbo,257.36,out_of_time
mc2024_track1_113.pbo,383.77,out_of_time
mc2024_track1_046.pbo,231.05,out_of_time
flat150-2.pbo,3472.68,out_of_time
mc2024_track1_026.pbo,2604.84,out_of_time
mc2024_track1_035.pbo,2949.02,out_of_time
mc2024_track1_053.pbo,2285.87,out_of_time
mc2024_track1_182.pbo,1464.59,out_of_time
mc2024_track1_040.pbo,489.12,out_of_time
flat200-1.pbo,3421.54,out_of_time
flat75-8.pbo,2156.68,9888.14
mc2024_track1_143.pbo,4586.03,out_of_time
sw100-15.pbo,1852.91,out_of_time
mc2024_track1_144.pbo,3949.67,out_of_time
mc2024_track1_158.pbo,5499.95,out_of_time
mc2024_track1_107.pbo,2394.42,out_of_time
ais8.pbo,737.49,out_of_time
mc2024_track1_039.pbo,2385.76,out_of_time
flat175-2.pbo,2771.97,out_of_time
sw100-16.pbo,2943.01,out_of_time
mc2024_track1_119.pbo,173.41,out_of_time
mc2024_track1_176.pbo,370.29,42.41
mc2024_track1_032.pbo,3.94,0.50
mc2024_track1_017.pbo,4054.22,out_of_time
mc2024_track1_029.pbo,5.52,0.54
ais10.pbo,638.60,out_of_time
cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat.pbo,9207.43,out_of_time
flat100-8.pbo,2518.76,out_of_time
mc2024_track1_006.pbo,1290.46,out_of_time
flat125-2.pbo,3871.03,out_of_time
mc2024_track1_010.pbo,4050.40,out_of_time
logistics.a.pbo,2656.56,out_of_time
flat30-3.pbo,703.72,out_of_time
mc2024_track1_043.pbo,262.59,out_of_time
mc2024_track1_082.pbo,1700.47,out_of_time
mc2024_track1_019.pbo,9593.87,out_of_time
mc2024_track1_117.pbo,576.00,6220.93
mc2024_track1_080.pbo,895.80,out_of_time
mc2024_track1_097.pbo,2576.41,out_of_time
sw100-3.pbo,2381.07,out_of_time
mc2024_track1_058.pbo,752.48,out_of_time
mc2024_track1_041.pbo,2595.67,out_of_time
mc2024_track1_105.pbo,1306.91,7596.41
mc2024_track1_169.pbo,1890.74,out_of_time
ais6.pbo,345.55,out_of_time
mc2024_track1_003.pbo,1237.02,out_of_time
flat175-3.pbo,4743.28,out_of_time
logistics.b.pbo,1813.54,out_of_time
sw100-7.pbo,1872.63,out_of_time
flat175-5.pbo,3713.78,out_of_time
sw100-8.pbo,2007.49,out_of_time
mc2024_track1_024.pbo,7346.82,out_of_time
mc2024_track1_163.pbo,3278.95,out_of_time
flat75-10.pbo,2095.53,out_of_time
mc2024_track1_004.pbo,1639.76,out_of_time
mc2024_track1_061.pbo,59.00,170.08
flat125-4.pbo,3582.71,out_of_time
flat50-1.pbo,1254.50,out_of_time
mc2024_track1_075.pbo,3400.99,out_of_time
flat150-5.pbo,4380.95,out_of_time
mc2024_track1_079.pbo,1261.44,out_of_time
mc2024_track1_067.pbo,2367.69,out_of_time
mc2024_track1_140.pbo,2404.68,out_of_time
flat30-9.pbo,798.83,out_of_time
cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat.pbo,2894.88,out_of_time
mc2024_track1_054.pbo,129.43,80.10
mc2024_track1_168.pbo,2166.79,out_of_time
mc2024_track1_110.pbo,2394.44,out_of_time
mc2024_track1_180.pbo,9.92,0.90
mc2024_track1_124.pbo,18867.56,2889.28
mc2024_track1_001.pbo,4100.80,out_of_time
mc2024_track1_159.pbo,7334.47,out_of_time
mc2024_track1_112.pbo,1071.11,out_of_time
sw100-11.pbo,3195.38,out_of_time
mc2024_track1_025.pbo,5358.93,out_of_time
mc2024_track1_160.pbo,3039.84,out_of_time
mc2024_track1_108.pbo,1398.34,out_of_time
sw100-12.pbo,2790.21,out_of_time
mc2024_track1_074.pbo,3323.52,out_of_time
mc2024_track1_115.pbo,1180.33,out_of_time
mc2024_track1_089.pbo,2175.64,out_of_time
mc2024_track1_030.pbo,2.84,0.48
flat30-4.pbo,542.24,out_of_time
mc2024_track1_138.pbo,5457.17,out_of_time
flat100-3.pbo,2538.46,out_of_time
mc2024_track1_076.pbo,1366.41,out_of_time
mc2024_track1_193.pbo,2483.70,out_of_time
mc2024_track1_188.pbo,1576.60,out_of_time
mc2024_track1_059.pbo,700.05,out_of_time
mc2024_track1_141.pbo,2774.00,out_of_time
flat75-9.pbo,1950.56,out_of_time
sw100-9.pbo,3228.90,out_of_time
mc2024_track1_191.pbo,3351.45,out_of_time
mc2024_track1_195.pbo,1262.37,out_of_time
mc2024_track1_023.pbo,4807.06,out_of_time
mc2024_track1_072.pbo,1239.74,out_of_time
mc2024_track1_102.pbo,2426.79,out_of_time
mc2024_track1_131.pbo,2216.02,out_of_time
flat50-7.pbo,1123.30,out_of_time
mc2024_track1_013.pbo,1753.18,1332.34
cnf_mo_prop_8_12004_2.cnf_0.00000000.sat.pbo,3665.04,out_of_time
flat150-4.pbo,4410.28,out_of_time
sw100-6.pbo,1572.24,out_of_time
logistics.d.pbo,3432.88,out_of_time
flat30-1.pbo,783.20,out_of_time
flat30-5.pbo,852.66,out_of_time
flat50-3.pbo,1173.02,out_of_time
mc2024_track1_038.pbo,4931.37,out_of_time
mc2024_track1_154.pbo,2689.97,out_of_time
mc2024_track1_198.pbo,11619.61,out_of_time
mc2024_track1_005.pbo,1497.57,out_of_time
mc2024_track1_123.pbo,3394.77,out_of_time
mc2024_track1_096.pbo,5659.77,out_of_time
mc2024_track1_055.pbo,5927.53,out_of_time
flat50-4.pbo,1321.85,out_of_time
mc2024_track1_069.pbo,830.18,out_of_time
mc2024_track1_065.pbo,2349.46,out_of_time
flat100-9.pbo,3093.98,out_of_time
mc2024_track1_122.pbo,7030.47,out_of_time
mc2024_track1_044.pbo,980.21,out_of_time
cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat.pbo,12442.09,out_of_time
mc2024_track1_178.pbo,2446.80,out_of_time
flat150-1.pbo,4425.47,out_of_time
mc2024_track1_033.pbo,3577.34,out_of_time
mc2024_track1_162.pbo,19798.27,out_of_time
mc2024_track1_135.pbo,5031.74,out_of_time
mc2024_track1_051.pbo,8.44,2.49
flat150-3.pbo,3598.98,out_of_time
mc2024_track1_087.pbo,2138.84,out_of_time
mc2024_track1_027.pbo,142.15,22.58
sw100-5.pbo,2868.28,out_of_time
mc2024_track1_060.pbo,108.62,758.94
mc2024_track1_130.pbo,1468.81,out_of_time
mc2024_track1_045.pbo,219.28,out_of_time
mc2024_track1_021.pbo,10844.04,out_of_time
cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat.pbo,17819.73,9050.01
flat125-1.pbo,3572.97,out_of_time
mc2024_track1_037.pbo,2364.24,out_of_time
mc2024_track1_150.pbo,1415.75,out_of_time
mc2024_track1_012.pbo,2622.55,out_of_time
mc2024_track1_031.pbo,3.50,0.79
flat50-5.pbo,1701.75,out_of_time
mc2024_track1_048.pbo,175.55,out_of_time
